DATE,DES_CAR_TOTAL,MEAN_TEMP,AVG_RAIN,AVG_SNOW,TOTAL_SNOW,PCODE
20130407,31340,-0.4,2.8,4,7.1,110
20130408,29019,3.7,0,0,0,100
20130409,26411,1.2,0.6,0.1,0.1,0
20130410,25630,-0.5,0,0,0,0
20130411,27340,-0.4,1.9,0.6,0.6,0
20130412,43129,1.2,0,0,0,1
20130413,62132,8.4,0,0,0,11
20130414,32493,6,8,0,0,110
20130415,29139,3.1,0,0,0,100
20130416,27673,8.7,0,0,0,0
20130417,27569,1.4,1.5,0,0,0
20130418,28901,4,0,0,0,0
20130419,43445,1.3,0,0,0,1
20130420,56057,0.8,3.9,2,2,11
20130421,35832,2,0,0,0,110
20130422,31082,6.9,0,0,0,100
20130423,26355,8.3,5.5,0,0,0
20130424,27201,10.9,1.5,0,0,0
20130425,27321,5.5,5.5,0,0,0
20130426,43902,5,0.5,0,0,1
20130427,63079,6.5,0,0,0,11
20130428,37162,9.5,0,0,0,110
20130429,28409,11.3,1.5,0,0,100
20130430,33983,7.7,0.3,0,0,0
20130501,36405,4.8,3.5,0,0,0
20130502,30782,4,4,0,0,0
20130503,46276,6.7,6,0,0,1
20130504,66118,10.3,0.3,0,0,11
20130505,36473,12.8,0,0,0,110
20130506,32977,12.6,0,0,0,100
20130507,31131,10.7,0,0,0,0
20130508,31236,16.2,0,0,0,0
20130509,31223,15.1,0.1,0,0,0
20130510,42504,12.6,5.5,0,0,1
20130511,68305,15.1,0,0,0,11
20130512,39899,17.7,0.2,0,0,110
20130513,33150,18.4,0,0,0,100
20130514,30957,17.1,0,0,0,0
20130515,30865,10.9,0,0,0,0
20130516,53765,8.1,0,0,0,1
20130517,78378,11.6,0,0,0,12
20130518,61288,13.9,3,0,0,111
20130519,30808,10.5,31.5,0,0,110
20130520,32343,12.5,0,0,0,100
20130521,31199,14.8,0,0,0,0
20130522,30990,16.1,0,0,0,0
20130523,32020,15.7,0,0,0,0
20130524,46984,19.8,0,0,0,1
20130525,67752,16.3,0,0,0,11
20130526,39542,18.8,0,0,0,110
20130527,28837,15.5,18.2,0,0,100
20130528,26648,17.7,10.5,0,0,0
20130529,29395,14.7,0,0,0,0
20130530,31601,16,0,0,0,0
20130531,43947,17.3,0,0,0,1
20130601,66879,16.4,0,0,0,11
20130602,36965,12.9,0,0,0,110
20130603,32614,14.4,0,0,0,100
20130604,30763,17.6,0,0,0,0
20130605,45200,17.3,0,0,0,1
20130606,57608,16,0,0,0,01S
20130607,53395,16.6,0,0,0,101
20130608,66722,16.5,0,0,0,11
20130609,36946,14.6,0,0,0,110
20130610,33456,14.2,0,0,0,100
20130611,29932,12.7,1.5,0,0,0
20130612,27956,18.2,2,0,0,0
20130613,33586,18.4,0,0,0,0
20130614,51197,19,0.2,0,0,1
20130615,69451,20.8,0,0,0,11
20130616,39332,21.3,0,0,0,110
20130617,32158,19,0,0,0,100
20130618,24869,18.2,26.5,0,0,0
20130619,30038,17.6,8.5,0,0,0
20130620,32767,20.1,0,0,0,0
20130621,50995,17.8,0.5,0,0,1
20130622,69014,17.1,0.1,0,0,11
20130623,38730,18.3,0.5,0,0,110
20130624,33734,18.4,4.5,0,0,100
20130625,31431,18.9,28.5,0,0,0
20130626,31541,17.7,0.5,0,0,0
20130627,33178,18.1,4.5,0,0,0
20130628,48995,18.9,5.5,0,0,1
20130629,69582,18.5,0,0,0,11
20130630,39618,20.1,0.5,0,0,110
20130701,33914,21.3,0,0,0,100
20130702,25340,22.2,5,0,0,0
20130703,28737,21.8,0,0,0,0
20130704,30101,22.2,2,0,0,0
20130705,47775,20.6,8,0,0,1
20130706,66965,22.6,0,0,0,11
20130707,36990,22.2,0.5,0,0,110
20130708,29235,22.6,7,0,0,100
20130709,29433,23.3,0.1,0,0,0
20130710,30790,22.8,8,0,0,0
20130711,31739,22.5,13.5,0,0,0
20130712,46232,20.7,8,0,0,1
20130713,57334,20.6,28,0,0,11
20130714,30412,20.9,62.5,0,0,110
20130715,27641,19.3,122,0,0,100
20130716,27270,23.8,0,0,0,0
20130717,27469,22.2,10.5,0,0,0
20130718,31269,20.9,24,0,0,0
20130719,51664,22.4,0,0,0,1
20130720,65445,23.1,0.4,0,0,11
20130721,37674,23.3,0.1,0,0,110
20130722,31201,21.4,57,0,0,100
20130723,30061,22.5,10.5,0,0,0
20130724,35799,22.8,5.5,0,0,0
20130725,44454,21.5,0,0,0,0
20130726,60782,22.2,0,0,0,1
20130727,71466,22.2,0,0,0,11
20130728,51202,21.8,0.4,0,0,110
20130729,53632,23.8,0.5,0,0,100
20130730,50341,22.2,0.5,0,0,0
20130731,63550,23.3,18,0,0,0
20130801,76212,21.4,0.5,0,0,0
20130802,76104,21.7,0.5,0,0,1
20130803,73292,23.5,0.5,0,0,11
20130804,54289,23.7,0,0,0,110
20130805,51711,22.8,2,0,0,100
20130806,44239,23.8,0,0,0,0
20130807,48096,25.2,0,0,0,0
20130808,51567,25.4,0,0,0,0
20130809,63506,25.1,7.5,0,0,1
20130810,69833,23.5,10.5,0,0,11
20130811,53220,23.3,0,0,0,110
20130812,51059,24.1,0,0,0,100
20130813,46871,24,0,0,0,0
20130814,60356,23.6,0,0,0,1
20130815,63415,23.9,0,0,0,01S
20130816,63998,23.8,0,0,0,101
20130817,69356,23.6,0,0,0,11
20130818,44222,23.9,0,0,0,110
20130819,40374,23.6,0,0,0,100
20130820,36886,20.6,0,0,0,0
20130821,37433,20.9,0,0,0,0
20130822,37123,24.2,0.1,0,0,0
20130823,51140,22,22.5,0,0,1
20130824,71412,20.1,0,0,0,11
20130825,48370,18.9,0,0,0,110
20130826,38962,18.5,1.5,0,0,100
20130827,35096,19.4,0,0,0,0
20130828,34782,20.2,0,0,0,0
20130829,31223,20.9,4.5,0,0,0
20130830,50811,21.8,0,0,0,1
20130831,70374,15.9,1.5,0,0,11
20130901,47395,16.2,0.5,0,0,110
20130902,33510,15.6,0,0,0,100
20130903,30230,13.4,0,0,0,0
20130904,31161,13,0,0,0,0
20130905,33187,13.4,0,0,0,0
20130906,45783,14.6,1.5,0,0,1
20130907,65088,15.2,0,0,0,11
20130908,39389,15,0,0,0,110
20130909,32636,15.3,0,0,0,100
20130910,30538,17.1,3,0,0,0
20130911,27171,17.2,6.5,0,0,0
20130912,30872,18,0.5,0,0,0
20130913,34005,19.7,18,0,0,1
20130914,47313,17.3,32,0,0,11
20130915,33854,15.7,0,0,0,110
20130916,31768,13.1,0,0,0,100
20130917,49241,16.3,0,0,0,1
20130918,67006,16.5,0,0,0,A-1
20130919,65942,16.4,0,0,0,A0
20130920,57475,17.9,0,0,0,A+1
20130921,39624,17.2,0,0,0,A+2
20130922,27850,14.3,11,0,0,A
20130923,30957,15.5,0,0,0,A
20130924,27377,16.7,2.5,0,0,0
20130925,29970,12.1,5.5,0,0,0
20130926,32536,11.2,2,0,0,0
20130927,43225,11.3,0,0,0,1
20130928,62145,11.6,0.5,0,0,11
20130929,30038,13.3,29.5,0,0,110
20130930,32345,14.9,9.5,0,0,100
20131001,31308,14.2,0,0,0,0
20131002,41592,15,0,0,0,1
20131003,56346,12,0.1,0,0,01S
20131004,50088,9.7,0,0,0,101
20131005,67741,11,0,0,0,11
20131006,41028,14.4,4,0,0,110
20131007,33213,16.2,2,0,0,100
20131008,33032,14.9,23.5,0,0,1
20131009,39645,15.3,2,0,0,10
20131010,34000,14.7,0,0,0,100
20131011,47576,13.4,1.5,0,0,1
20131012,71746,11,0,0,0,11
20131013,44570,9.7,0,0,0,110
20131014,36047,10.9,0,0,0,100
20131015,30350,5.6,20.5,0,0,0
20131016,33360,4.3,0,0,0,0
20131017,36082,4.7,0,0,0,0
20131018,52305,6.2,0,0,0,1
20131019,74133,8,0,0,0,11
20131020,45473,10.5,0.2,0,0,110
20131021,37767,8.9,0.5,0,0,100
20131022,35234,9,0.2,0,0,0
20131023,34312,8.9,0,0,0,0
20131024,35564,8.3,0,0,0,0
20131025,51136,5,0,0,0,1
20131026,71121,4.8,0,0,0,11
20131027,45709,4.5,0,0,0,110
20131028,35164,5.2,0,0,0,100
20131029,32236,7.4,0,0,0,0
20131030,31824,6.4,0,0,0,0
20131031,32392,6.2,0,0,0,0
20131101,50869,6.6,0,0,0,1
20131102,65097,8.4,2.5,0,0,11
20131103,39750,7.6,0,0,0,110
20131104,33059,4.9,0.5,0,0,100
20131105,31355,5.2,0,0,0,0
20131106,30068,8.5,0,0,0,0
20131107,32337,8,6.5,0,0,0
20131108,50259,3.8,0,0,0,1
20131109,67698,7.6,1.5,0,0,11
20131110,40815,4,2,0,0,110
20131111,33177,-1.8,0,0,0,100
20131112,30540,-2,0,0,0,0
20131113,30394,-1.4,0,0,0,0
20131114,31087,2.6,0,0,0,0
20131115,49014,4,0,0,0,1
20131116,67876,1.3,0,0,0,11
20131117,37982,0.7,0.4,0,0,110
20131118,31393,-3.6,0,0,0,100
20131119,28550,-4.4,0,0,0,0
20131120,27708,-3.3,0,0,0,0
20131121,29548,-1.6,0,0,0,0
20131122,46028,0.2,0,0,0,1
20131123,65559,1.5,0,0,0,11
20131124,37314,3.4,8,0,0,110
20131125,28801,1.3,12.9,0.6,0.6,100
20131126,28023,-3,0.5,0,0.4,0
20131127,22154,-4.2,9.4,8.5,8.5,0
20131128,25239,-9.2,0,0,8.5,0
20131129,39777,-5.9,0,0,7.5,1
20131130,60128,0.3,0,0,6,11
20131201,34259,0.8,0,0,0,110
20131202,28711,-0.3,0,0,0,100
20131203,27093,0.1,0,0,0,0
20131204,26894,0.2,0,0,0,0
20131205,28237,1.6,0,0,0,0
20131206,42101,-1.1,0,0,0,1
20131207,61429,-0.8,0,0,0,11
20131208,35491,-1,0,0,0,110
20131209,26678,1.3,6.5,0,0,100
20131210,25992,-2.8,7.4,6.1,6.1,0
20131211,22299,-6.3,2.7,3.8,8.8,0
20131212,22605,-6.6,7.4,12.2,18.4,0
20131213,36315,-11,0,0,18.4,1
20131214,51940,-8.2,0,0,18.4,11
20131215,31927,-8.9,0,0,18,110
20131216,29073,-8.3,0,0,16,100
20131217,27184,-4.7,0.6,0.7,11.5,0
20131218,26160,-2.3,0.8,0.7,12.2,0
20131219,25651,-6.9,0.1,0.1,12,0
20131220,37826,-7.1,2,1.5,13,1
20131221,57077,-5.5,5.5,6.8,19.5,11
20131222,34811,-8.7,0,0,16.7,110
20131223,31613,-7.6,0,0,15,100
20131224,39608,-9,0,0,10,1
20131225,36729,-4.9,0,0,4,10
20131226,31945,-3.8,0.4,0.5,3.5,100
20131227,41035,-9.6,0.1,0.1,3.6,1
20131228,57406,-11.3,0,0,3.3,11
20131229,39137,-7.5,0,0,3.1,110
20131230,37694,-2,0,0,3.1,100
20131231,58168,-0.7,0,0,3.1,1
20140101,53900,-1,0,0,2.4,10
20140102,34264,-1.8,0,0,2.4,100
20140103,45048,-0.8,0,0,1,1
20140104,61224,-4.7,1.7,2,2.5,11
20140105,37330,-4.4,0,0,2.5,110
20140106,30554,-6.6,0,0,1.3,100
20140107,30116,-1.7,0,0,0.6,0
20140108,26012,-1.4,0,0,0.5,0
20140109,26891,-10.8,0,0,0,0
20140110,43937,-9.2,0,0,0,1
20140111,63860,-6,0,0,0,11
20140112,41571,-6.4,0.2,0.2,0.2,110
20140113,30587,-11.1,0,0,0,100
20140114,28722,-9.9,0,0,0,0
20140115,28855,-8.5,0,0,0,0
20140116,31232,-6.8,0,0,0,0
20140117,47040,-5.8,0,0,0,1
20140118,64510,-8,0,0,0,11
20140119,41766,-8.5,0,0,0,110
20140120,25515,-4.8,4.7,5.6,5.6,100
20140121,24813,-8.3,16.6,17.9,23.5,0
20140122,26792,-9.4,0,0,23.5,0
20140123,29588,-6.5,0,0,21.5,0
20140124,41598,0,0,0,16.5,1
20140125,52968,2.2,9,0,11,11
20140126,32846,-4.2,1.1,1.6,1.6,110
20140127,28462,-3.3,0,0,0,100
20140128,27785,-0.4,0,0,0,0
20140129,49400,0.4,0,0,0,1
20140130,60958,1.5,2.5,0,0,A-1
20140131,59851,-1.8,0,0,0,A0
20140201,35544,0.7,13.5,0,0,A+1
20140202,25906,4,0.5,0,0,A+2
20140203,26459,-2.9,0,0,0,A
20140204,24483,-11,0,0,0,A
20140205,23398,-10.8,0,0,0,0
20140206,25601,-7.1,0.2,0.2,0.2,0
20140207,34684,-4.3,21.1,24.2,24.2,1
20140208,45179,-5.1,21.2,25.5,45,11
20140209,25288,-5.1,14.1,20,55.8,110
20140210,22331,-7.4,9.8,25.5,74,100
20140211,22464,-7.2,2.3,7.7,71.6,0
20140212,23350,-9.5,0.1,0.1,46,0
20140213,23932,-5.2,4.4,7.1,50.6,0
20140214,37052,-5.9,2.9,3.4,53.3,1
20140215,57056,-7.1,0,0,52.8,11
20140216,36622,-5.4,0,0,42,110
20140217,28146,-3.7,2.1,3,42,100
20140218,25360,-6.5,5.1,11.1,48,0
20140219,27118,-6.2,0,0,48,0
20140220,28982,-6.8,0,0,45,0
20140221,41209,-7.5,0,0,39,1
20140222,61010,-7.1,0,0,38,11
20140223,41269,-5.4,0,0,36.5,110
20140224,32739,-1.9,0,0,36.5,100
20140225,31954,1.3,0,0,33,0
20140226,32301,-1.5,0,0,30,0
20140227,33132,1.7,0,0,23.5,0
20140228,50386,-0.2,0,0,22,1
20140301,68186,0.5,0,0,22,11
20140302,40734,-3.2,2.9,2.2,20,110
20140303,27815,-2.3,0,0,20,100
20140304,25584,1,0,0,17.2,0
20140305,23959,-5.4,4.2,4.7,19.7,0
20140306,25373,-7.5,0,0,19.7,0
20140307,36678,-5.2,0,0,17,1
20140308,57292,-3.4,0,0,17,11
20140309,32203,-5.5,0.4,0.3,15,110
20140310,28104,-4.3,0,0,14.4,100
20140311,26773,1.3,0,0,13.5,0
20140312,24438,2.1,5,0.2,12.5,0
20140313,25785,-3.3,17.3,9.3,17.3,0
20140314,37352,-2.6,0,0,17.3,1
20140315,59172,1.9,0,0,8.5,11
20140316,34997,4.3,0,0,6.5,110
20140317,29078,9.7,0.5,0,4,100
20140318,26379,5.8,2,0,0,0
20140319,26359,2.8,1.5,0,0,0
20140320,26465,0,6.3,6.3,6.3,0
20140321,38859,-1.5,0,0,6.3,1
20140322,60913,4.1,0,0,0,11
20140323,34504,7.2,0,0,0,110
20140324,29350,7.3,0,0,0,100
20140325,27582,10.4,0,0,0,0
20140326,27630,8.5,0,0,0,0
20140327,29009,8.6,0,0,0,0
20140328,40233,12.1,0,0,0,1
20140329,57038,10.3,0.4,0,0,11
20140330,36125,4.4,4.5,0,0,110
20140331,29275,6.8,0,0,0,100
20140401,28031,7.5,0,0,0,0
20140402,28632,10.3,0,0,0,0
20140403,27426,3.7,15,6.2,6.2,0
20140404,40808,-0.6,7.4,6,10.4,1
20140405,60247,-1,2.7,2.9,10.4,11
20140406,36629,1.7,1,1.2,7.1,110
20140407,31182,8.7,0,0,0,100
20140408,29378,8.2,0,0,0,0
20140409,28601,10.4,0,0,0,0
20140410,29707,5.2,0,0,0,0
20140411,44726,6.2,0,0,0,1
20140412,62522,8.4,0,0,0,11
20140413,36435,7.3,0,0,0,110
20140414,32390,10.6,0,0,0,100
20140415,30786,13.7,0,0,0,0
20140416,29805,12.3,0,0,0,0
20140417,29212,7.8,2.5,0,0,0
20140418,42061,6.1,0.1,0,0,1
20140419,60985,5.1,0,0,0,11
20140420,36027,8.8,0,0,0,110
20140421,31570,10.2,0,0,0,100
20140422,29824,8.3,0,0,0,0
20140423,28497,9.7,0,0,0,0
20140424,30345,11.5,0,0,0,0
20140425,41738,12.2,0,0,0,1
20140426,61393,13.7,0,0,0,11
20140427,31717,12.4,1,0,0,110
20140428,29027,8.4,33.5,0,0,100
20140429,28342,8.7,78.5,0,0,0
20140430,33894,8.4,1,0,0,0
20140501,51897,14.1,0,0,0,0
20140502,58762,13.7,0,0,0,1
20140503,72293,10,0,0,0,12
20140504,74994,8.9,2.5,0,0,111
20140505,59066,6.1,0,0,0,111
20140506,31173,8.1,0.2,0,0,110
20140507,29149,12.5,0,0,0,100
20140508,28300,10.7,14.5,0,0,0
20140509,38414,9.1,0,0,0,1
20140510,59087,10.9,0,0,0,11
20140511,33020,12.4,3.5,0,0,110
20140512,30838,13.5,5,0,0,100
20140513,30589,16.8,0,0,0,0
20140514,29431,17.2,0,0,0,0
20140515,30832,14.4,0,0,0,0
20140516,43903,14.2,0,0,0,1
20140517,65505,12.5,0,0,0,11
20140518,38502,13.4,0,0,0,110
20140519,32044,16.2,0,0,0,100
20140520,30040,15.8,0,0,0,0
20140521,29688,13.4,0,0,0,0
20140522,31188,11.3,0,0,0,0
20140523,44230,16.5,0,0,0,1
20140524,64323,20.9,0,0,0,11
20140525,35371,17.7,0.1,0,0,110
20140526,32284,16.4,2,0,0,100
20140527,31530,19.1,0,0,0,0
20140528,29703,18.3,0.5,0,0,0
20140529,30767,21.2,0,0,0,0
20140530,43147,21.2,0,0,0,1
20140531,65032,21.6,0,0,0,11
20140601,36508,21.8,0,0,0,110
20140602,31053,18,0,0,0,100
20140603,31771,14.4,21,0,0,1
20140604,51186,13.7,5,0,0,10
20140605,59775,14,17.5,0,0,101
20140606,73782,15.8,0,0,0,12
20140607,62737,13.2,0,0,0,111
20140608,33959,14.2,0.5,0,0,110
20140609,31993,13.7,3.5,0,0,100
20140610,30345,14.1,2.5,0,0,0
20140611,29951,13.1,0.5,0,0,0
20140612,31129,12.2,0,0,0,0
20140613,45789,14.5,5,0,0,1
20140614,68205,18.3,0,0,0,11
20140615,39178,18.6,0,0,0,110
20140616,33571,18.9,0,0,0,100
20140617,32339,15.7,0,0,0,0
20140618,29963,16.4,3.5,0,0,0
20140619,32947,17.7,0,0,0,0
20140620,49367,14.6,0.1,0,0,1
20140621,66519,14.4,3,0,0,11
20140622,38909,14.4,1,0,0,110
20140623,32830,16.6,13.5,0,0,100
20140624,31571,16.3,8.5,0,0,0
20140625,32031,17.9,0,0,0,0
20140626,33136,18.8,0,0,0,0
20140627,49722,19.2,0,0,0,1
20140628,68590,18.4,2.5,0,0,11
20140629,38533,16.8,0,0,0,110
20140630,34045,17.7,1,0,0,100
20140701,31119,19.4,0.5,0,0,0
20140702,30169,18.6,0,0,0,0
20140703,30236,17,24,0,0,0
20140704,51128,18,0.5,0,0,1
20140705,68154,16.4,0,0,0,11
20140706,39159,16.3,0,0,0,110
20140707,35072,18.1,0,0,0,100
20140708,32518,21.5,0,0,0,0
20140709,30867,22.8,4.5,0,0,0
20140710,33433,22.1,0,0,0,0
20140711,55530,22.6,0,0,0,1
20140712,71292,20.4,0,0,0,11
20140713,43375,21.2,0.5,0,0,110
20140714,36257,21.6,0,0,0,100
20140715,35277,21.3,0,0,0,0
20140716,34614,22.4,0,0,0,0
20140717,35807,22,0,0,0,0
20140718,51731,22.4,0.1,0,0,1
20140719,68324,22,6.5,0,0,11
20140720,43103,21.9,0,0,0,110
20140721,38533,23.1,0,0,0,100
20140722,35751,22,3,0,0,0
20140723,32425,20.8,9.5,0,0,0
20140724,36636,20.2,15.5,0,0,0
20140725,52559,21.1,11.5,0,0,1
20140726,68732,20.4,2,0,0,11
20140727,55078,18.2,0,0,0,110
20140728,52995,18.4,0,0,0,100
20140729,48348,19.5,0.2,0,0,0
20140730,62226,22,0,0,0,0
20140731,75834,22.5,68.5,0,0,0
20140801,92464,22.7,0,0,0,1
20140802,85252,22.2,0.5,0,0,11
20140803,60129,21.3,16.5,0,0,110
20140804,56969,22.5,1.5,0,0,100
20140805,52976,23.6,0.5,0,0,0
20140806,52820,21.1,25.5,0,0,0
20140807,54448,18.1,9.5,0,0,0
20140808,63462,17.2,0.2,0,0,1
20140809,68587,17.9,24.5,0,0,11
20140810,49897,18.1,127,0,0,110
20140811,53164,18.8,2.5,0,0,100
20140812,49730,20.1,0,0,0,0
20140813,51555,18.8,3,0,0,0
20140814,70711,16.9,5.5,0,0,1
20140815,86122,17.6,2,0,0,12
20140816,68595,19.9,0,0,0,111
20140817,44289,18,9.5,0,0,110
20140818,39184,17.1,38,0,0,100
20140819,36115,17.6,24,0,0,0
20140820,39079,18.7,1.5,0,0,0
20140821,32596,19.1,25,0,0,0
20140822,54832,20.1,0,0,0,1
20140823,75014,20.7,0,0,0,11
20140824,49605,21,0.5,0,0,110
20140825,36246,18,12,0,0,100
20140826,34649,17.1,20,0,0,0
20140827,36149,15.2,1.5,0,0,0
20140828,37657,16.7,0,0,0,0
20140829,49419,16.5,0,0,0,1
20140830,71138,15.4,0,0,0,11
20140831,44048,15.2,0,0,0,110
20140901,33936,15.1,0,0,0,100
20140902,31620,15.6,1.5,0,0,0
20140903,24553,16,69,0,0,0
20140904,29789,18.2,0.5,0,0,0
20140905,42191,18.8,0,0,0,1
20140906,70028,18.1,0,0,0,A-2
20140907,66075,17.2,0,0,0,A-1
20140908,70664,19.5,0,0,0,A0
20140909,43433,16.2,0,0,0,A+1
20140910,34628,15.3,0,0,0,A+2
20140911,33113,15.5,0,0,0,A
20140912,40909,15,26,0,0,A
20140913,64555,14.8,0.5,0,0,11
20140914,39776,14.5,0,0,0,110
20140915,34004,16.2,0,0,0,100
20140916,33362,14.4,0,0,0,0
20140917,32495,14.6,2,0,0,0
20140918,32653,13.5,0,0,0,0
20140919,47146,12.5,0,0,0,1
20140920,70945,13.5,0,0,0,11
20140921,42908,12.7,0,0,0,110
20140922,35004,13.1,0,0,0,100
20140923,32767,15.1,0,0,0,0
20140924,27147,14.1,29.5,0,0,0
20140925,34558,13.8,0,0,0,0
20140926,47702,13.1,0,0,0,1
20140927,72809,15.7,0,0,0,11
20140928,42768,15.7,0.5,0,0,110
20140929,32554,15.7,2,0,0,100
20140930,18395,10.4,7.5,0,0,0
20141001,33454,12.3,0,0,0,0
20141002,50786,14,0.5,0,0,1
20141003,82565,12.8,1.5,0,0,12
20141004,66315,9.7,1,0,0,111
20141005,39199,9.3,0,0,0,110
20141006,36252,9,0.1,0,0,100
20141007,34618,8.6,0,0,0,0
20141008,44845,8.9,0,0,0,1
20141009,60841,10.4,0,0,0,01S
20141010,53299,9.8,4.5,0,0,101
20141011,72794,10.8,0,0,0,11
20141012,45247,12.1,0,0,0,110
20141013,35955,8.9,72.5,0,0,100
20141014,36449,6.4,0,0,0,0
20141015,35416,7,0,0,0,0
20141016,36350,7.3,0.2,0,0,0
20141017,54509,7,0,0,0,1
20141018,77413,9.2,0,0,0,11
20141019,48714,11.3,0,0,0,110
20141020,31407,11.6,15.5,0,0,100
20141021,29322,8.8,78.5,0,0,0
20141022,35481,5.5,1,0,0,0
20141023,37665,6.5,0,0,0,0
20141024,52398,10.6,0,0,0,1
20141025,74222,10.8,0,0,0,11
20141026,45597,12.1,0,0,0,110
20141027,36813,7.1,0,0,0,100
20141028,34098,3.6,0,0,0,0
20141029,17494,5.8,0,0,0,0
20141030,34022,8.5,0,0,0,0
20141031,25502,9.6,7,0,0,1
20141101,67565,11.3,2.5,0,0,11
20141102,39276,6.9,1,0,0,110
20141103,34323,3.3,0,0,0,100
20141104,32584,5.8,0,0,0,0
20141105,31263,6.7,0,0,0,0
20141106,32949,8,0,0,0,0
20141107,51013,5.3,3.5,0,0,1
20141108,71083,7.2,0,0,0,11
20141109,39187,5.7,0,0,0,110
20141110,35344,2.8,0,0,0,100
20141111,31772,5,0,0,0,0
20141112,30003,2.1,1.5,0,0,0
20141113,31957,-5.1,0,0,0,0
20141114,49837,-0.6,0,0,0,1
20141115,71223,1,0,0,0,11
20141116,39437,1.4,0,0,0,110
20141117,31632,0.9,0.2,0.5,0.5,100
